Timestamp,Node ID,Suhu (C),Kelembapan (%RH),Tekanan (hPa),Kecepatan Angin (m/s),Arah Angin (derajat),Cahaya (lux),Radiasi (W/m2),PM2.5 (ug/m3),PM10 (ug/m3),Ion Negatif (pcs/cm3)
"30/7/2026, 22.59.33","E32_WS (Sector A)","28.9","69.33","101.06","0.66","332","50.12","2","0","0","1","138"
"30/7/2026, 22.59.38","E32_WS (Sector A)","28.9","69.33","101.06","0.53","347","50.12","2","0","0","1","138"
"30/7/2026, 22.59.43","E32_WS (Sector A)","28.9","69.32","101.06","0.5","327","50.12","2","0","0","1","138"
"30/7/2026, 22.59.48","E32_WS (Sector A)","28.91","69.31","101.06","0.45","359","50.12","2","0","0","1","138"
"30/7/2026, 22.59.53","E32_WS (Sector A)","28.9","69.3","101.06","0.48","334","50.12","2","0","0","1","138"
"30/7/2026, 22.59.58","E32_WS (Sector A)","28.9","69.34","101.06","0.41","317","50.12","2","0","0","1","138"
"30/7/2026, 23.00.03","E32_WS (Sector A)","28.9","69.38","101.06","0.5","337","50.12","2","0","0","1","138"
"30/7/2026, 23.00.08","E32_WS (Sector A)","28.9","69.39","101.06","0.52","336","50.12","2","0","0","1","138"
"30/7/2026, 23.00.13","E32_WS (Sector A)","28.9","69.37","101.06","0.43","334","50.12","2","0","0","1","138"
"30/7/2026, 23.00.18","E32_WS (Sector A)","28.9","69.34","101.06","0.36","336","50.12","2","0","0","1","138"
"30/7/2026, 23.00.23","E32_WS (Sector A)","28.9","69.33","101.06","0.31","345","50.12","2","0","0","1","138"
"30/7/2026, 23.00.28","E32_WS (Sector A)","28.9","69.29","101.06","0.37","326","50.12","2","0","0","1","138"
"30/7/2026, 23.00.33","E32_WS (Sector A)","28.9","69.32","101.06","0.55","341","50.12","2","0","0","1","138"
"30/7/2026, 23.00.38","E32_WS (Sector A)","28.9","69.3","101.06","0.65","342","50.12","2","0","0","1","138"
"30/7/2026, 23.00.43","E32_WS (Sector A)","28.9","69.29","101.06","0.51","22","50.12","2","0","0","1","138"
"30/7/2026, 23.00.48","E32_WS (Sector A)","28.9","69.28","101.06","0.4","302","50.12","2","0","0","1","138"
"30/7/2026, 23.00.53","E32_WS (Sector A)","28.9","69.3","101.06","0.56","310","50.12","2","0","0","1","138"
"30/7/2026, 23.00.58","E32_WS (Sector A)","28.9","69.33","101.06","0.72","337","50.12","2","0","0","1","138"
"30/7/2026, 23.01.03","E32_WS (Sector A)","28.9","69.32","101.06","0.46","2","50.12","2","0","0","1","138"
"30/7/2026, 23.01.08","E32_WS (Sector A)","28.89","69.3","101.06","0.5","345","50.12","2","0","0","1","138"
"30/7/2026, 23.01.13","E32_WS (Sector A)","28.9","69.32","101.06","0.23","303","50.12","2","0","0","1","138"
"30/7/2026, 23.01.18","E32_WS (Sector A)","28.89","69.31","101.06","0.59","340","50.12","2","0","0","1","138"
"30/7/2026, 23.01.23","E32_WS (Sector A)","28.89","69.3","101.06","0.47","294","50.12","2","0","0","1","138"
"30/7/2026, 23.01.28","E32_WS (Sector A)","28.89","69.3","101.06","0.43","8","50.12","2","0","0","1","138"
"30/7/2026, 23.01.33","E32_WS (Sector A)","28.89","69.28","101.06","0.75","350","50.12","2","0","0","1","138"
"30/7/2026, 23.01.38","E32_WS (Sector A)","28.89","69.26","101.06","0.54","358","50.12","2","0","0","1","138"
"30/7/2026, 23.01.43","E32_WS (Sector A)","28.89","69.24","101.06","0.73","3","50.12","2","0","0","1","138"
"30/7/2026, 23.01.48","E32_WS (Sector A)","28.89","69.24","101.06","0.88","338","50.12","2","0","0","1","138"
"30/7/2026, 23.01.53","E32_WS (Sector A)","28.89","69.27","101.06","0.43","310","50.12","2","0","0","1","138"
"30/7/2026, 23.01.58","E32_WS (Sector A)","28.88","69.3","101.06","0.34","304","50.12","2","0","0","1","138"
"30/7/2026, 23.02.03","E32_WS (Sector A)","28.88","69.29","101.06","0.48","295","50.12","2","0","0","1","138"
"30/7/2026, 23.02.08","E32_WS (Sector A)","28.88","69.31","101.06","0.36","330","50.12","2","0","0","1","138"
"30/7/2026, 23.02.13","E32_WS (Sector A)","28.88","69.29","101.06","0.31","331","50.12","2","0","0","1","138"
"30/7/2026, 23.02.18","E32_WS (Sector A)","28.88","69.28","101.06","0.57","6","50.12","2","0","0","1","138"
"30/7/2026, 23.02.23","E32_WS (Sector A)","28.88","69.26","101.06","0.11","344","50.12","2","0","0","1","138"
"30/7/2026, 23.02.28","E32_WS (Sector A)","28.88","69.27","101.06","0.31","334","50.12","2","0","0","1","138"
"30/7/2026, 23.02.33","E32_WS (Sector A)","28.88","69.28","101.06","0.44","334","50.12","2","0","0","1","138"
"30/7/2026, 23.02.38","E32_WS (Sector A)","28.87","69.29","101.06","0.49","343","50.12","2","0","0","1","138"
"30/7/2026, 23.02.43","E32_WS (Sector A)","28.87","69.25","101.06","0.35","349","50.12","2","0","0","1","138"
"30/7/2026, 23.02.48","E32_WS (Sector A)","28.88","69.24","101.06","0.42","234","50.12","2","0","0","1","138"
"30/7/2026, 23.02.53","E32_WS (Sector A)","28.87","69.25","101.06","0.32","14","50.12","2","0","0","1","138"
"30/7/2026, 23.02.58","E32_WS (Sector A)","28.87","69.24","101.06","0.87","6","50.12","2","0","0","1","138"
"30/7/2026, 23.03.03","E32_WS (Sector A)","28.87","69.23","101.06","0.76","341","50.12","2","0","0","1","138"
"30/7/2026, 23.03.08","E32_WS (Sector A)","28.87","69.24","101.06","0.7","323","50.12","2","0","0","1","138"
"30/7/2026, 23.03.13","E32_WS (Sector A)","28.87","69.26","101.06","0.53","328","50.12","2","0","0","1","138"
"30/7/2026, 23.03.18","E32_WS (Sector A)","28.87","69.27","101.06","0.8","300","50.12","2","0","0","1","138"
"30/7/2026, 23.03.23","E32_WS (Sector A)","28.87","69.26","101.06","0.77","332","50.12","2","0","0","1","138"
"30/7/2026, 23.03.28","E32_WS (Sector A)","28.87","69.25","101.06","0.58","354","50.12","2","0","0","1","138"
"30/7/2026, 23.03.33","E32_WS (Sector A)","28.87","69.25","101.06","0.48","351","50.12","2","0","0","1","138"
"30/7/2026, 23.03.38","E32_WS (Sector A)","28.87","69.24","101.06","0.52","3","50.12","2","0","0","1","138"
"30/7/2026, 23.03.43","E32_WS (Sector A)","28.87","69.24","101.06","0.61","337","50.12","2","0","0","1","138"
"30/7/2026, 23.03.48","E32_WS (Sector A)","28.87","69.23","101.06","0.56","351","50.12","2","0","0","1","138"
"30/7/2026, 23.03.53","E32_WS (Sector A)","28.87","69.21","101.06","0.57","333","50.12","2","0","0","1","138"
"30/7/2026, 23.03.58","E32_WS (Sector A)","28.87","69.23","101.06","0.64","344","50.12","2","0","0","1","138"
"30/7/2026, 23.04.03","E32_WS (Sector A)","28.87","69.22","101.06","0.51","321","50.12","2","0","0","1","138"
"30/7/2026, 23.04.08","E32_WS (Sector A)","28.87","69.25","101.06","0.5","330","50.12","2","0","0","1","138"
"30/7/2026, 23.04.13","E32_WS (Sector A)","28.87","69.27","101.06","0.41","325","50.12","2","0","0","1","138"
"30/7/2026, 23.04.18","E32_WS (Sector A)","28.87","69.27","101.06","0.46","318","50.12","2","0","0","1","138"
"30/7/2026, 23.04.23","E32_WS (Sector A)","28.87","69.3","101.06","0.2","331","50.12","2","0","0","1","138"
"30/7/2026, 23.04.28","E32_WS (Sector A)","28.86","69.29","101.06","0.63","303","50.12","2","0","0","1","138"
"30/7/2026, 23.04.33","E32_WS (Sector A)","28.86","69.29","101.06","0.5","302","50.12","2","0","0","1","138"
"30/7/2026, 23.04.38","E32_WS (Sector A)","28.86","69.31","101.06","0.41","306","50.12","2","0","0","1","138"
"30/7/2026, 23.04.43","E32_WS (Sector A)","28.86","69.32","101.06","0.45","357","50.12","2","0","0","1","138"
"30/7/2026, 23.04.48","E32_WS (Sector A)","28.86","69.29","101.06","0.62","336","50.12","2","0","0","1","138"
"30/7/2026, 23.04.53","E32_WS (Sector A)","28.85","69.31","101.06","0.67","323","50.12","2","0","0","1","138"
"30/7/2026, 23.04.58","E32_WS (Sector A)","28.85","69.33","101.06","0.52","304","50.12","2","0","0","1","138"
"30/7/2026, 23.05.03","E32_WS (Sector A)","28.85","69.33","101.06","0.57","330","50.12","2","0","0","1","138"
"30/7/2026, 23.05.08","E32_WS (Sector A)","28.85","69.34","101.06","0.55","312","50.12","2","0","0","1","138"
"30/7/2026, 23.05.13","E32_WS (Sector A)","28.85","69.35","101.06","0.5","301","50.12","2","0","0","1","138"
"30/7/2026, 23.05.18","E32_WS (Sector A)","28.85","69.37","101.06","0.37","314","50.12","2","0","0","1","138"
"30/7/2026, 23.05.23","E32_WS (Sector A)","28.85","69.36","101.06","0.47","345","50.12","2","0","0","1","138"
"30/7/2026, 23.05.28","E32_WS (Sector A)","28.85","69.33","101.06","0.47","321","50.12","2","0","0","1","138"
"30/7/2026, 23.05.33","E32_WS (Sector A)","28.85","69.35","101.06","0.48","323","50.12","2","0","0","1","138"
"30/7/2026, 23.05.38","E32_WS (Sector A)","28.85","69.35","101.06","0.41","329","50.12","2","0","0","1","138"
"30/7/2026, 23.05.43","E32_WS (Sector A)","28.85","69.35","101.07","0.72","3","50.12","2","0","0","1","138"
"30/7/2026, 23.05.48","E32_WS (Sector A)","28.85","69.31","101.06","0.69","325","50.12","2","0","0","1","138"
"30/7/2026, 23.05.53","E32_WS (Sector A)","28.85","69.28","101.06","0.21","344","50.12","2","0","0","1","138"
"30/7/2026, 23.05.58","E32_WS (Sector A)","28.84","69.26","101.06","0.35","351","50.12","2","0","0","1","138"
"30/7/2026, 23.06.03","E32_WS (Sector A)","28.84","69.23","101.06","0.51","355","50.12","2","0","0","1","138"
"30/7/2026, 23.06.08","E32_WS (Sector A)","28.84","69.23","101.06","0.47","326","50.12","2","0","0","1","138"
"30/7/2026, 23.06.13","E32_WS (Sector A)","28.85","69.22","101.06","0.42","25","50.12","2","0","0","1","138"
"30/7/2026, 23.06.18","E32_WS (Sector A)","28.85","69.24","101.06","0.6","321","50.12","2","0","0","1","138"
"30/7/2026, 23.06.23","E32_WS (Sector A)","28.84","69.27","101.06","0.52","330","50.12","2","0","0","1","138"
"30/7/2026, 23.06.28","E32_WS (Sector A)","28.84","69.27","101.06","0.32","350","50.12","2","0","0","1","138"
"30/7/2026, 23.06.33","E32_WS (Sector A)","28.84","69.25","101.06","0.47","357","50.12","2","0","0","1","138"
"30/7/2026, 23.06.38","E32_WS (Sector A)","28.85","69.23","101.06","0.28","6","50.12","2","0","0","1","138"
"30/7/2026, 23.06.43","E32_WS (Sector A)","28.84","69.2","101.06","0.35","326","50.12","2","0","0","1","138"
"30/7/2026, 23.06.48","E32_WS (Sector A)","28.84","69.23","101.06","0.95","336","50.12","2","0","0","1","138"
"30/7/2026, 23.06.53","E32_WS (Sector A)","28.84","69.21","101.06","0.18","272","50.12","2","0","0","1","138"
"30/7/2026, 23.06.58","E32_WS (Sector A)","28.84","69.21","101.06","0.47","286","50.12","2","0","0","1","138"
"30/7/2026, 23.07.03","E32_WS (Sector A)","28.84","69.25","101.06","0.44","340","50.12","2","0","0","1","138"
"30/7/2026, 23.07.08","E32_WS (Sector A)","28.84","69.25","101.06","0.44","336","50.12","2","0","0","1","138"
"30/7/2026, 23.07.13","E32_WS (Sector A)","28.84","69.23","101.06","0.27","21","50.12","2","0","0","1","138"
"30/7/2026, 23.07.18","E32_WS (Sector A)","28.84","69.21","101.06","0.52","307","50.12","2","0","0","1","138"
"30/7/2026, 23.07.23","E32_WS (Sector A)","28.83","69.27","101.06","0.55","304","50.12","2","0","0","1","138"
"30/7/2026, 23.07.28","E32_WS (Sector A)","28.83","69.33","101.06","0.35","358","50.12","2","0","0","1","138"
"30/7/2026, 23.07.33","E32_WS (Sector A)","28.83","69.32","101.06","0.8","304","50.12","2","0","0","1","138"
"30/7/2026, 23.07.38","E32_WS (Sector A)","28.82","69.3","101.06","0.41","323","50.12","2","0","0","1","138"
"30/7/2026, 23.07.43","E32_WS (Sector A)","28.83","69.29","101.06","0.57","356","50.12","2","0","0","1","138"
"30/7/2026, 23.07.48","E32_WS (Sector A)","28.83","69.29","101.06","0.24","353","50.12","2","0","0","1","138"
"30/7/2026, 23.07.53","E32_WS (Sector A)","28.83","69.26","101.06","0.47","309","50.12","2","0","0","1","138"
"30/7/2026, 23.07.58","E32_WS (Sector A)","28.83","69.28","101.05","0.47","320","50.12","2","0","0","1","138"
"30/7/2026, 23.08.03","E32_WS (Sector A)","28.83","69.29","101.06","0.38","4","50.12","2","0","0","1","138"
"30/7/2026, 23.08.08","E32_WS (Sector A)","28.83","69.29","101.06","0.56","308","50.12","2","0","0","1","138"
"30/7/2026, 23.08.13","E32_WS (Sector A)","28.83","69.31","101.06","0.41","317","50.12","2","0","0","1","138"
"30/7/2026, 23.08.18","E32_WS (Sector A)","28.83","69.32","101.06","0.53","329","50.12","2","0","0","1","138"
"30/7/2026, 23.08.23","E32_WS (Sector A)","28.83","69.33","101.06","0.48","321","50.12","2","0","0","1","138"
"30/7/2026, 23.08.28","E32_WS (Sector A)","28.82","69.35","101.06","0.43","315","50.12","2","0","0","1","138"
"30/7/2026, 23.08.33","E32_WS (Sector A)","28.82","69.35","101.06","0.44","331","50.12","2","0","0","1","138"
"30/7/2026, 23.08.38","E32_WS (Sector A)","28.82","69.34","101.06","0.43","321","50.12","2","0","0","1","138"
"30/7/2026, 23.08.43","E32_WS (Sector A)","28.82","69.37","101.06","0.38","308","50.12","2","0","0","1","138"
"30/7/2026, 23.08.48","E32_WS (Sector A)","28.82","69.37","101.06","0.53","314","50.12","2","0","0","1","138"
"30/7/2026, 23.08.53","E32_WS (Sector A)","28.82","69.38","101.06","0.48","319","50.12","2","0","0","1","138"
"30/7/2026, 23.08.58","E32_WS (Sector A)","28.82","69.38","101.06","0.37","341","50.12","2","0","0","1","138"
"30/7/2026, 23.09.03","E32_WS (Sector A)","28.82","69.33","101.06","0.39","337","50.12","2","0","0","1","138"
"30/7/2026, 23.09.08","E32_WS (Sector A)","28.82","69.3","101.06","0.47","353","50.12","2","0","0","1","138"
"30/7/2026, 23.09.13","E32_WS (Sector A)","28.83","69.28","101.06","0.43","297","50.12","2","0","0","1","138"
"30/7/2026, 23.09.18","E32_WS (Sector A)","28.82","69.3","101.05","0.39","334","50.12","2","0","0","1","138"
"30/7/2026, 23.09.23","E32_WS (Sector A)","28.82","69.3","101.05","0.36","356","50.12","2","0","0","1","138"
"30/7/2026, 23.09.28","E32_WS (Sector A)","28.82","69.27","101.05","0.28","353","50.12","2","0","0","1","138"
"30/7/2026, 23.09.33","E32_WS (Sector A)","28.82","69.23","101.06","0.42","338","50.12","2","0","0","1","138"
"30/7/2026, 23.09.38","E32_WS (Sector A)","28.82","69.26","101.05","0.41","315","50.12","2","0","0","1","138"
"30/7/2026, 23.09.43","E32_WS (Sector A)","28.82","69.27","101.06","0.5","335","50.12","2","0","0","1","138"
"30/7/2026, 23.09.48","E32_WS (Sector A)","28.82","69.26","101.06","0.35","346","50.12","2","0","0","1","138"
"30/7/2026, 23.09.53","E32_WS (Sector A)","28.82","69.22","101.05","0.44","323","50.12","2","0","0","1","138"
"30/7/2026, 23.09.58","E32_WS (Sector A)","28.82","69.23","101.05","0.51","313","50.12","2","0","0","1","138"
"30/7/2026, 23.10.03","E32_WS (Sector A)","28.82","69.26","101.05","0.39","324","50.12","2","0","0","1","138"
"30/7/2026, 23.10.08","E32_WS (Sector A)","28.82","69.25","101.05","0.38","344","50.12","2","0","0","1","138"
"30/7/2026, 23.10.13","E32_WS (Sector A)","28.82","69.22","101.05","0.28","324","50.12","2","0","0","1","138"
"30/7/2026, 23.10.18","E32_WS (Sector A)","28.82","69.19","101.05","0.35","1","50.12","2","0","0","1","138"
"30/7/2026, 23.10.23","E32_WS (Sector A)","28.82","69.18","101.05","0.49","28","50.12","2","0","0","1","138"
"30/7/2026, 23.10.28","E32_WS (Sector A)","28.82","69.18","101.05","0.41","356","50.12","2","0","0","1","138"
"30/7/2026, 23.10.33","E32_WS (Sector A)","28.83","69.19","101.05","0.45","337","50.12","2","0","0","1","138"
"30/7/2026, 23.10.38","E32_WS (Sector A)","28.82","69.2","101.05","0.32","352","50.12","2","0","0","1","138"
"30/7/2026, 23.10.43","E32_WS (Sector A)","28.82","69.2","101.05","0.35","304","50.12","2","0","0","1","138"
"30/7/2026, 23.10.48","E32_WS (Sector A)","28.82","69.24","101.05","0.44","333","50.12","2","0","0","1","138"
"30/7/2026, 23.10.53","E32_WS (Sector A)","28.82","69.26","101.05","0.68","336","50.12","2","0","0","1","138"
"30/7/2026, 23.10.58","E32_WS (Sector A)","28.82","69.22","101.05","0.43","348","50.12","2","0","0","1","138"
"30/7/2026, 23.11.03","E32_WS (Sector A)","28.82","69.19","101.05","0.15","276","50.12","2","0","0","1","138"
"30/7/2026, 23.11.08","E32_WS (Sector A)","28.83","69.23","101.05","0.49","323","50.12","2","0","0","1","138"
"30/7/2026, 23.11.13","E32_WS (Sector A)","28.82","69.24","101.05","0.56","337","50.12","2","0","0","1","138"
"30/7/2026, 23.11.18","E32_WS (Sector A)","28.83","69.24","101.05","0.35","340","50.12","2","0","0","1","138"
"30/7/2026, 23.11.23","E32_WS (Sector A)","28.82","69.23","101.05","0.39","331","50.12","2","0","0","1","138"
"30/7/2026, 23.11.28","E32_WS (Sector A)","28.82","69.24","101.05","0.29","328","50.12","2","0","0","1","138"
"30/7/2026, 23.11.33","E32_WS (Sector A)","28.82","69.21","101.05","0.37","328","50.12","2","0","0","1","138"
"30/7/2026, 23.11.38","E32_WS (Sector A)","28.82","69.22","101.05","0.36","323","50.12","2","0","0","1","138"
"30/7/2026, 23.11.43","E32_WS (Sector A)","28.82","69.23","101.05","0.43","324","50.12","2","0","0","1","138"
"30/7/2026, 23.11.48","E32_WS (Sector A)","28.82","69.27","101.05","0.44","336","50.12","2","0","0","1","138"
"30/7/2026, 23.11.53","E32_WS (Sector A)","28.82","69.26","101.05","0.55","344","50.12","2","0","0","1","138"
"30/7/2026, 23.11.58","E32_WS (Sector A)","28.82","69.25","101.05","0.34","311","50.12","2","0","0","1","138"
"30/7/2026, 23.12.03","E32_WS (Sector A)","28.82","69.3","101.05","0.46","320","50.12","2","0","0","1","138"
"30/7/2026, 23.12.08","E32_WS (Sector A)","28.82","69.29","101.05","0.31","325","50.12","2","0","0","1","138"
"30/7/2026, 23.12.13","E32_WS (Sector A)","28.82","69.26","101.05","0.34","333","50.12","2","0","0","1","138"
"30/7/2026, 23.12.18","E32_WS (Sector A)","28.82","69.22","101.05","0.49","333","50.12","2","0","0","1","138"
"30/7/2026, 23.12.23","E32_WS (Sector A)","28.81","69.18","101.05","0.49","343","50.12","2","0","0","1","138"
"30/7/2026, 23.12.28","E32_WS (Sector A)","28.82","69.19","101.05","0.41","341","50.12","2","0","0","1","138"
"30/7/2026, 23.12.33","E32_WS (Sector A)","28.82","69.21","101.05","0.56","338","50.12","2","0","0","1","138"
"30/7/2026, 23.12.38","E32_WS (Sector A)","28.82","69.23","101.05","0.59","343","50.12","2","0","0","1","138"
"30/7/2026, 23.12.43","E32_WS (Sector A)","28.82","69.19","101.05","0.58","330","50.12","2","0","0","1","138"
"30/7/2026, 23.12.48","E32_WS (Sector A)","28.82","69.21","101.05","0.45","327","50.12","2","0","0","1","138"
"30/7/2026, 23.12.53","E32_WS (Sector A)","28.82","69.21","101.05","0.37","300","50.12","2","0","0","1","138"
"30/7/2026, 23.12.58","E32_WS (Sector A)","28.82","69.25","101.05","0.48","344","50.12","2","0","0","1","138"
"30/7/2026, 23.13.03","E32_WS (Sector A)","28.81","69.26","101.05","0.25","347","50.12","2","0","0","1","138"
"30/7/2026, 23.13.08","E32_WS (Sector A)","28.82","69.21","101.05","0.25","347","50.12","2","0","0","1","138"
"30/7/2026, 23.13.13","E32_WS (Sector A)","28.82","69.23","101.05","0.39","308","50.12","2","0","0","1","138"
"30/7/2026, 23.13.18","E32_WS (Sector A)","28.82","69.26","101.05","0.34","321","50.12","2","0","0","1","138"
"30/7/2026, 23.13.23","E32_WS (Sector A)","28.82","69.26","101.05","0.26","3","50.12","2","0","0","1","138"
"30/7/2026, 23.13.28","E32_WS (Sector A)","28.82","69.24","101.05","0.29","331","50.12","2","0","0","1","138"
"30/7/2026, 23.13.33","E32_WS (Sector A)","28.82","69.27","101.05","0.3","323","50.12","2","0","0","1","138"
"30/7/2026, 23.13.38","E32_WS (Sector A)","28.81","69.25","101.05","0.35","316","50.12","2","0","0","1","138"
"30/7/2026, 23.13.43","E32_WS (Sector A)","28.82","69.29","101.05","0.41","303","50.12","2","0","0","1","138"
"30/7/2026, 23.13.48","E32_WS (Sector A)","28.81","69.3","101.05","0.32","323","50.12","2","0","0","1","138"
"30/7/2026, 23.13.53","E32_WS (Sector A)","28.81","69.3","101.05","0.4","347","50.12","2","0","0","1","138"
"30/7/2026, 23.13.58","E32_WS (Sector A)","28.82","69.26","101.05","0.34","347","50.12","2","0","0","1","138"
"30/7/2026, 23.14.03","E32_WS (Sector A)","28.81","69.22","101.05","0.33","315","50.12","2","0","0","1","138"
"30/7/2026, 23.14.08","E32_WS (Sector A)","28.82","69.29","101.05","0.19","278","50.12","2","0","0","1","138"
"30/7/2026, 23.14.13","E32_WS (Sector A)","28.81","69.32","101.05","0.44","295","50.12","2","0","0","1","138"
"30/7/2026, 23.14.18","E32_WS (Sector A)","28.81","69.36","101.05","0.35","342","50.12","2","0","0","1","138"
"30/7/2026, 23.14.23","E32_WS (Sector A)","28.81","69.36","101.05","0.39","359","50.12","2","0","0","1","138"
"30/7/2026, 23.14.28","E32_WS (Sector A)","28.81","69.31","101.05","0.23","349","50.12","2","0","0","1","138"
"30/7/2026, 23.14.33","E32_WS (Sector A)","28.82","69.29","101.05","0.62","313","50.12","2","0","0","1","138"
"30/7/2026, 23.14.38","E32_WS (Sector A)","28.81","69.32","101.05","0.54","341","50.12","2","0","0","1","138"
"30/7/2026, 23.14.43","E32_WS (Sector A)","28.81","69.33","101.05","0.44","290","50.12","2","0","0","1","138"
"30/7/2026, 23.14.48","E32_WS (Sector A)","28.82","69.35","101.05","0.5","285","50.12","2","0","0","1","138"
"30/7/2026, 23.14.53","E32_WS (Sector A)","28.81","69.39","101.05","0.25","20","50.12","2","0","0","1","138"
"30/7/2026, 23.14.58","E32_WS (Sector A)","28.81","69.36","101.05","0.31","355","50.12","2","0","0","1","138"
"30/7/2026, 23.15.03","E32_WS (Sector A)","28.81","69.34","101.05","0.47","351","50.12","2","0","0","1","138"
"30/7/2026, 23.15.08","E32_WS (Sector A)","28.81","69.33","101.05","0.46","319","50.12","2","0","0","1","138"
"30/7/2026, 23.15.13","E32_WS (Sector A)","28.81","69.35","101.05","0.41","355","50.12","2","0","0","1","138"
"30/7/2026, 23.15.18","E32_WS (Sector A)","28.81","69.33","101.05","0.93","0","50.12","2","0","0","1","138"
"30/7/2026, 23.15.23","E32_WS (Sector A)","28.81","69.31","101.05","0.42","325","50.12","2","0","0","1","138"
"30/7/2026, 23.15.28","E32_WS (Sector A)","28.82","69.34","101.05","0.47","328","50.12","2","0","0","1","138"
"30/7/2026, 23.15.33","E32_WS (Sector A)","28.82","69.32","101.05","0.4","323","50.12","2","0","0","1","138"
"30/7/2026, 23.15.38","E32_WS (Sector A)","28.81","69.34","101.05","0.44","324","50.12","2","0","0","1","138"
"30/7/2026, 23.15.43","E32_WS (Sector A)","28.81","69.32","101.05","0.49","335","50.12","2","0","0","1","138"
"30/7/2026, 23.15.48","E32_WS (Sector A)","28.82","69.3","101.05","0.46","337","50.12","2","0","0","1","138"
"30/7/2026, 23.15.53","E32_WS (Sector A)","28.82","69.27","101.05","0.41","314","50.12","2","0","0","1","138"
"30/7/2026, 23.15.58","E32_WS (Sector A)","28.81","69.28","101.05","0.38","342","50.12","2","0","0","1","138"
"30/7/2026, 23.16.03","E32_WS (Sector A)","28.82","69.3","101.05","0.36","332","50.12","2","0","0","1","138"
"30/7/2026, 23.16.08","E32_WS (Sector A)","28.82","69.33","101.05","0.17","17","50.12","2","0","0","1","138"
"30/7/2026, 23.16.13","E32_WS (Sector A)","28.82","69.33","101.05","0.29","324","50.12","2","0","0","1","138"
"30/7/2026, 23.16.18","E32_WS (Sector A)","28.82","69.33","101.05","0.47","7","50.12","2","0","0","1","138"
"30/7/2026, 23.16.23","E32_WS (Sector A)","28.82","69.33","101.05","0.19","4","50.12","2","0","0","1","138"
"30/7/2026, 23.16.28","E32_WS (Sector A)","28.82","69.32","101.05","0.53","334","50.12","2","0","0","1","138"
"30/7/2026, 23.16.33","E32_WS (Sector A)","28.81","69.3","101.05","0.48","329","50.12","2","0","0","1","138"
"30/7/2026, 23.16.38","E32_WS (Sector A)","28.82","69.24","101.05","0.39","3","50.12","2","0","0","1","138"
"30/7/2026, 23.16.43","E32_WS (Sector A)","28.81","69.23","101.05","0.92","353","50.12","2","0","0","1","138"
"30/7/2026, 23.16.48","E32_WS (Sector A)","28.82","69.24","101.05","0.4","319","50.12","2","0","0","1","138"
"30/7/2026, 23.16.53","E32_WS (Sector A)","28.82","69.27","101.05","0.42","354","50.12","2","0","0","1","138"
"30/7/2026, 23.16.58","E32_WS (Sector A)","28.82","69.24","101.05","0.79","343","50.12","2","0","0","1","138"
"30/7/2026, 23.17.03","E32_WS (Sector A)","28.82","69.27","101.05","0.67","325","50.12","2","0","0","1","138"
"30/7/2026, 23.17.08","E32_WS (Sector A)","28.82","69.28","101.05","0.58","350","50.12","2","0","0","1","138"
"30/7/2026, 23.17.13","E32_WS (Sector A)","28.82","69.26","101.05","0.29","349","50.12","2","0","0","1","138"
"30/7/2026, 23.17.18","E32_WS (Sector A)","28.82","69.24","101.05","0.3","320","50.12","2","0","0","1","138"
"30/7/2026, 23.17.23","E32_WS (Sector A)","28.82","69.28","101.05","0.4","326","50.12","2","0","0","1","138"
"30/7/2026, 23.17.28","E32_WS (Sector A)","28.82","69.27","101.05","0.3","12","50.12","2","0","0","1","138"
"30/7/2026, 23.17.33","E32_WS (Sector A)","28.82","69.26","101.05","0.71","344","50.12","2","0","0","1","138"
"30/7/2026, 23.17.38","E32_WS (Sector A)","28.82","69.22","101.05","0.47","0","50.12","2","0","0","1","138"
"30/7/2026, 23.17.43","E32_WS (Sector A)","28.82","69.25","101.05","0.49","343","50.12","2","0","0","1","138"
"30/7/2026, 23.17.48","E32_WS (Sector A)","28.81","69.29","101.05","0.33","323","50.12","2","0","0","1","138"
"30/7/2026, 23.17.53","E32_WS (Sector A)","28.82","69.3","101.05","0.51","331","50.12","2","0","0","1","138"
"30/7/2026, 23.17.58","E32_WS (Sector A)","28.82","69.3","101.05","0.35","351","50.12","2","0","0","1","138"
"30/7/2026, 23.18.03","E32_WS (Sector A)","28.82","69.3","101.05","0.34","301","50.12","2","0","0","1","138"
"30/7/2026, 23.18.08","E32_WS (Sector A)","28.82","69.32","101.05","0.58","311","50.12","2","0","0","1","138"
"30/7/2026, 23.18.13","E32_WS (Sector A)","28.82","69.34","101.05","0.51","318","50.12","2","0","0","1","138"
"30/7/2026, 23.18.18","E32_WS (Sector A)","28.82","69.35","101.05","0.41","324","50.12","2","0","0","1","138"
"30/7/2026, 23.18.23","E32_WS (Sector A)","28.82","69.35","101.05","0.42","341","50.12","2","0","0","1","138"
"30/7/2026, 23.18.28","E32_WS (Sector A)","28.81","69.33","101.05","0.13","327","50.12","2","0","0","1","138"
"30/7/2026, 23.18.33","E32_WS (Sector A)","28.81","69.36","101.05","0.37","337","50.12","2","0","0","1","138"
"30/7/2026, 23.18.38","E32_WS (Sector A)","28.81","69.35","101.05","0.65","348","50.12","2","0","0","1","138"
"30/7/2026, 23.18.43","E32_WS (Sector A)","28.82","69.38","101.05","0.8","359","50.12","2","0","0","1","138"
